	Unnamed: 0	NCBI_GENE_ID	function	Protein IDs	strain	transcription	muts
10745	10745	ubiE	Metabolism	sp|P0A887|UBIE_ECOLI;sp|C5A009|UBIE_ECOBW;sp|B1XAJ7|UBIE_ECODH	3	1.4620390455531498	0
10746	10746	ubiF	Not annotated	sp|P75728|UBIF_ECOLI	3	2.42153846153846	1
10747	10747	ubiG	Not annotated	sp|P17993|UBIG_ECOLI;sp|C4ZU73|UBIG_ECOBW;sp|B1X8C6|UBIG_ECODH	3	3.39349112426035	0
10748	10748	ubiH	Not annotated		3	1.15461847389558	0
10749	10749	ubiX	Not annotated		3	3.5609756097561003	0
10750	10750	ucpA	Not annotated		3	0.10862731400628699	0
10751	10751	udk	Not annotated		3	2.08372093023256	0
10752	10752	udp	Not annotated	sp|P12758|UDP_ECOLI	3	0.135847628657921	0
10753	10753	ugd	Not annotated		3	0.9781312127236579	0
10754	10754	ugpA	Not annotated		3	0.784810126582278	0
10755	10755	ugpB	Not annotated		3	0.23253493013972096	0
10756	10756	ugpC	Not annotated	sp|P10907|UGPC_ECOLI	3	1.11842105263158	0
10757	10757	ugpE	Not annotated		3	0.77027027027027	0
10758	10758	ugpQ	Not annotated		3	1.0086956521739099	0
10759	10759	uhpA	Not annotated	sp|P0AGA6|UHPA_ECOLI	3	1.93421052631579	0
10760	10760	uhpB	Not annotated		3	2.7179487179487203	0
10761	10761	uhpC	Not annotated		3	1.8484848484848504	1
10762	10762	uhpT	Not annotated	sp|P0AGC0|UHPT_ECOLI	3	0.9304347826086959	0
10763	10763	uidA	Not annotated		3	1.3216783216783201	0
10764	10764	uidB	Not annotated		3	1.40845070422535	0
10765	10765	uidC	Not annotated		3	1.45871559633028	0
10766	10766	uidR	Not annotated		3	0.585574572127139	0
10767	10767	ulaA	Not annotated		3	1.0188679245283	0
10768	10768	ulaB	Not annotated		3	1.25	0
10769	10769	ulaC	Not annotated		3	1.06666666666667	0
10770	10770	ulaD	Not annotated		3	2.27586206896552	0
10771	10771	ulaE	Metabolism		3	1.25925925925926	0
10772	10772	ulaF	Not annotated		3	1.5833333333333302	0
10773	10773	ulaG	Not annotated		3	0.8941176470588229	0
10774	10774	ulaR	Not annotated	sp|P0A9W0|ULAR_ECOLI;sp|C4ZR68|ULAR_ECOBW;sp|B1XDU2|ULAR_ECODH	3	1.33064516129032	0
10775	10775	umuC	Not annotated		3	1.43307086614173	0
10776	10776	umuD	Other		3	1.8235294117647096	0
10777	10777	ung	Not annotated	sp|P12295|UNG_ECOLI;sp|C4ZYK3|UNG_ECOBW;sp|B1XBQ7|UNG_ECODH	3	1.228125	0
10778	10778	upp	Not annotated	sp|P0A8F0|UPP_ECOLI;sp|C4ZX73|UPP_ECOBW;sp|B1XAX3|UPP_ECODH	3	1.3	1
10779	10779	uraA	Not annotated	sp|P0AGM7|URAA_ECOLI	3	1.19512195121951	0
10780	10780	usg	Not annotated	sp|P08390|USG_ECOLI	3	3.64406779661017	0
10781	10781	ushA	Not annotated	sp|P07024|USHA_ECOLI	3	0.8879310344827591	0
10782	10782	uspA	Not annotated	sp|P0AED0|USPA_ECOLI	3	0.8199144301828081	0
10783	10783	uspE	Not annotated	sp|P0AAC0|USPE_ECOLI	3	0.5199240986717271	0
10784	10784	uspF	Not annotated	sp|P37903|USPF_ECOLI	3	0.19088766692851505	0
10785	10785	uspG	Not annotated	sp|P39177|USPG_ECOLI	3	0.685110663983904	0
10786	10786	uup	Other	sp|P43672|UUP_ECOLI	3	2.18623124448367	0
10787	10787	uvrA	Not annotated	sp|P0A698|UVRA_ECOLI	3	2.08595988538682	0
10788	10788	uvrB	Other	sp|P0A8F8|UVRB_ECOLI;sp|C4ZXV1|UVRB_ECOBW;sp|B1X7A9|UVRB_ECODH	3	2.49860335195531	1
10789	10789	uvrC	Not annotated	sp|P0A8G0|UVRC_ECOLI;sp|C4ZQJ1|UVRC_ECOBW;sp|B1X671|UVRC_ECODH	3	1.00421496311907	0
10790	10790	uvrD	Other	sp|P03018|UVRD_ECOLI	3	2.56494845360825	1
10791	10791	uvrY	Not annotated	sp|P0AED5|UVRY_ECOLI	3	0.8555917480998909	0
10792	10792	uxaA	Not annotated		3	0.696261682242991	1
10793	10793	uxaB	Metabolism		3	0.9796954314720808	0
10794	10794	uxaC	Not annotated	sp|P0A8G3|UXAC_ECOLI;sp|C4ZR08|UXAC_ECOBW;sp|B1XG96|UXAC_ECODH	3	0.653333333333333	0
10795	10795	uxuA	Not annotated	sp|P24215|UXUA_ECOLI;sp|C4ZT10|UXUA_ECOBW	3	1.6242038216560502	0
10796	10796	uxuB	Not annotated	sp|P39160|UXUB_ECOLI	3	1.45502645502646	0
10797	10797	uxuR	Not annotated		3	1.5449101796407199	0
10798	10798	vacJ	Not annotated		3	3.32911392405063	0
10799	10799	valS	Not annotated		3	2.36838066001535	1
10800	10800	valV	Not annotated		3	1.5	0
10801	10801	valW	Not annotated		3	0.8148148148148149	0
10802	10802	valX	Not annotated		3	6.13223140495868	0
10803	10803	valX	Not annotated		3	4.2222222222222205	0
10804	10804	valX	Not annotated		3	2.38372093023256	0
10805	10805	valX	Not annotated		3	3.4254143646408797	0
10806	10806	valX	Not annotated		3	2.6965824665676097	0
10807	10807	visC	Not annotated		3	1.2575976845152	0
10808	10808	vsr	Other		3	2.60714285714286	0
10809	10809	wbbH	Not annotated		3	0.384738955823293	0
10810	10810	wbbI	Not annotated	sp|P37749|WBBI_ECOLI	3	0.5650211565585329	0
10811	10811	wbbK	Membrane/cell wall	sp|P37751|WBBK_ECOLI	3	0.36202411917710997	0
10812	10812	wbbL	Not annotated		3	0.636942675159236	0
10813	10813	wbbL	Not annotated		3	0.36149889786921396	0
10814	10814	wcaA	Not annotated		3	1.46	0
10815	10815	wcaB	Not annotated		3	1.1818181818181799	0
10816	10816	wcaC	Not annotated		3	0.703703703703704	0
10817	10817	wcaD	Not annotated		3	1.33962264150943	1
10818	10818	wcaE	Not annotated		3	0.823529411764706	0
10819	10819	wcaF	Not annotated		3	2.75	0
10820	10820	wcaI	Not annotated		3	1.32258064516129	0
10821	10821	wcaJ	Not annotated		3	1.2547169811320802	0
10822	10822	wcaK	Not annotated		3	1.44186046511628	0
10823	10823	wcaL	Not annotated		3	0.9639639639639641	0
10824	10824	wcaM	Not annotated		3	0.9033816425120772	0
10825	10825	wrbA	Not annotated		3	0.14164004259850901	0
10826	10826	wza	Not annotated		3	1.0	0
10827	10827	wzb	Not annotated		3	2.5	0
10828	10828	wzc	Not annotated		3	1.2890625	0
10829	10829	wzxC	Not annotated		3	1.1875	0
10830	10830	wzxE	Not annotated		3	1.4293478260869599	1
10831	10831	wzyE	Not annotated		3	0.994897959183674	0
10832	10832	wzzE	Membrane/cell wall	sp|P0AG00|WZZE_ECOLI	3	1.3185975609756102	0
10833	10833	xapA	Not annotated		3	1.01754385964912	0
10834	10834	xapB	Transport		3	1.6666666666666698	0
10835	10835	xapR	Regulation		3	2.08139534883721	0
10836	10836	xdhA	Not annotated		3	1.25149700598802	0
10837	10837	xdhB	Not annotated		3	1.5957446808510602	0
10838	10838	xdhC	Not annotated		3	0.7162162162162159	0
10839	10839	xdhD	Not annotated		3	1.1660777385159	0
10840	10840	xerC	Not annotated		3	1.27083333333333	1
10841	10841	xerD	Not annotated		3	1.64722222222222	0
10842	10842	xseA	Not annotated		3	2.6842105263157903	0
10843	10843	xseB	Not annotated		3	1.53809523809524	0
10844	10844	xthA	Not annotated		3	2.2906976744186003	1
10845	10845	xylA	Not annotated		3	0.8293650793650791	1
10846	10846	xylE	Not annotated		3	1.3700787401574799	0
10847	10847	xylF	Not annotated		3	0.747619047619048	0
10848	10848	xylG	Not annotated		3	0.287179487179487	1
10849	10849	xylH	Not annotated		3	1.38532110091743	1
10850	10850	xylR	Not annotated		3	1.25806451612903	1
10851	10851	yaaA	Not annotated	sp|P0A8I3|YAAA_ECOLI;sp|C4ZPT3|YAAA_ECOBW;sp|B1XBD1|YAAA_ECODH	3	1.27948717948718	0
10852	10852	yaaH	Not annotated		3	1.2085308056872	0
10853	10853	yaaI	Not annotated		3	1.41463414634146	0
10854	10854	yaaJ	Not annotated		3	0.297951582867784	0
10855	10855	yaaU	Not annotated		3	0.84070796460177	0
10856	10856	yaaW	Not annotated		3	1.20689655172414	0
10857	10857	yaaX	Not annotated		3	1.8972602739726	0
10858	10858	yabI	Not annotated		3	1.76587301587302	1
10859	10859	yabP	Not annotated		3	1.19269102990033	0
10860	10860	yabQ	Not annotated		3	0.5	0
10861	10861	yacC	Not annotated	sp|P0AA95|YACC_ECOLI	3	0.9626998223801072	0
10862	10862	yacF	Not annotated		3	4.3109756097561	0
10863	10863	yacG	Not annotated	sp|P0A8H8|YACG_ECOLI;sp|C4ZRJ5|YACG_ECOBW;sp|B1XC77|YACG_ECODH	3	3.75	0
10864	10864	yacH	Not annotated		3	1.3139534883720905	1
10865	10865	yacL	Not annotated	sp|P0A8E5|YACL_ECOLI;sp|C4ZRL2|YACL_ECOBW;sp|B1XC94|YACL_ECODH	3	0.837837837837838	0
10866	10866	yadB	Not annotated		3	1.4647058823529395	0
10867	10867	yadC	Not annotated		3	1.225	0
10868	10868	yadD	Not annotated		3	1.58762886597938	0
10869	10869	yadE	Not annotated		3	0.9885386819484241	0
10870	10870	yadG	Not annotated	sp|P36879|YADG_ECOLI	3	2.0262172284644198	0
10871	10871	yadH	Not annotated		3	1.8314606741573	0
10872	10872	yadI	Not annotated		3	0.239051094890511	0
10873	10873	yadK	Not annotated		3	1.0612244897959202	0
10874	10874	yadL	Not annotated		3	1.13888888888889	0
10875	10875	yadM	Not annotated		3	0.857142857142857	0
10876	10876	yadN	Not annotated		3	0.7580645161290319	0
10877	10877	yadR	Not annotated		3	3.28494176372712	0
10878	10878	yadS	Not annotated		3	2.51063829787234	0
10879	10879	yaeB	Not annotated		3	1.5163934426229502	0
10880	10880	yaeF	Membrane/cell wall		3	0.996644295302013	0
10881	10881	yaeH	Not annotated	sp|P62768|YAEH_ECOLI;sp|C4ZRQ6|YAEH_ECOBW;sp|B1XD33|YAEH_ECODH	3	0.26594700686948003	0
10882	10882	yaeI	Not annotated		3	1.046875	1
10883	10883	yaeJ	Not annotated		3	7.86666666666667	1
10884	10884	yaeL	Not annotated		3	2.25088090204369	0
10885	10885	yaeP	Not annotated	sp|P0A8K5|YAEP_ECOLI;sp|C4ZRT2|YAEP_ECOBW;sp|B1XD59|YAEP_ECODH	3	2.2	0
10886	10886	yaeQ	Unknown		3	1.1584158415841599	0
10887	10887	yaeR	Not annotated		3	1.80769230769231	0
10888	10888	yaeT	Not annotated		3	1.75833857772184	0
10889	10889	yafC	Not annotated	sp|P30864|YAFC_ECOLI	3	1.2276422764227601	0
10890	10890	yafD	Not annotated		3	1.27718223583461	0
10891	10891	yafE	Not annotated		3	0.651053864168618	0
10892	10892	yafF	Not annotated		3	2.0434782608695703	0
10893	10893	yafJ	Not annotated	sp|Q47147|YAFJ_ECOLI	3	1.3741258741258702	0
10894	10894	yafK	Not annotated	sp|P0AA99|YAFK_ECOLI	3	1.5328358208955202	1
10895	10895	yafL	Not annotated		3	0.822033898305085	0
10896	10896	yafM	Not annotated		3	0.4974358974358979	0
10897	10897	yafN	Not annotated		3	1.88888888888889	0
10898	10898	yafO	Not annotated		3	1.9117647058823501	0
10899	10899	yafP	Not annotated		3	2.96774193548387	0
10900	10900	yafQ	Not annotated		3	0.994818652849741	0
10901	10901	yafS	Not annotated		3	0.7279236276849641	0
10902	10902	yafT	Not annotated		3	0.98	0
10903	10903	yafV	Not annotated		3	1.45622119815668	0
10904	10904	yafW	Phage		3	3.2	0
10905	10905	yafX	Phage		3	2.6140350877192997	0
10906	10906	yafY	Phage		3	2.84615384615385	0
10907	10907	yafY	Phage		3	0.4358974358974361	0
10908	10908	yafZ	Phage		3	1.79279279279279	0
10909	10909	yagA	Not annotated		3	1.1359223300970902	0
10910	10910	yagB	Not annotated		3	2.79032258064516	0
10911	10911	yagE	Not annotated		3	0.40506329113923994	0
10912	10912	yagF	Not annotated		3	0.6309012875536479	0
10913	10913	yagG	Not annotated		3	1.1140350877193002	0
10914	10914	yagH	Not annotated		3	1.35135135135135	0
10915	10915	yagI	Not annotated		3	3.8451612903225802	0
10916	10916	yagJ	Not annotated		3	0.568181818181818	0
10917	10917	yagK	Not annotated		3	2.08433734939759	0
10918	10918	yagL	Phage		3	0.99047619047619	0
10919	10919	yagM	Not annotated		3	1.31632653061224	0
10920	10920	yagQ	Not annotated		3	1.57281553398058	0
10921	10921	yagR	Not annotated		3	1.13333333333333	1
10922	10922	yagS	Not annotated		3	1.1818181818181799	0
10923	10923	yagT	Not annotated		3	1.075	0
10924	10924	yagU	Membrane/cell wall	sp|P0AAA1|YAGU_ECOLI	3	0.18583042973286892	0
10925	10925	yagV	Not annotated		3	1.5	0
10926	10926	yagW	Not annotated		3	1.12663755458515	0
10927	10927	yagX	Not annotated		3	1.4214285714285702	0
10928	10928	yagY	Not annotated		3	0.9722222222222221	0
10929	10929	yagZ	Not annotated		3	2.23469387755102	0
10930	10930	yaiA	Not annotated		3	0.465890183028286	0
10931	10931	yaiB	Not annotated		3	0.09117043121149901	0
10932	10932	yaiC	Not annotated		3	1.4918032786885198	1
10933	10933	yaiE	Not annotated	sp|P0C037|YAIE_ECOLI;sp|C4ZTF0|YAIE_ECOBW;sp|B1XEY0|YAIE_ECODH	3	0.536073059360731	0
10934	10934	yaiI	Not annotated	sp|P0A8D3|YAII_ECOLI;sp|C4ZTE6|YAII_ECOBW;sp|B1XEX6|YAII_ECODH	3	0.753378378378378	0
10935	10935	yaiL	Not annotated	sp|P51024|YAIL_ECOLI	3	2.37122969837587	0
10936	10936	yaiO	Not annotated		3	0.544303797468354	0
10937	10937	yaiP	Metabolism		3	1.4333333333333302	1
10938	10938	yaiS	Metabolism		3	1.29411764705882	0
10939	10939	yaiT	Not annotated		3	1.37230769230769	0
10940	10940	yaiU	Not annotated		3	1.4307692307692301	0
10941	10941	yaiV	Not annotated		3	0.2571428571428569	0
10942	10942	yaiW	Not annotated		3	2.4882352941176498	1
10943	10943	yaiY	Not annotated		3	0.8265306122448979	0
10944	10944	yaiZ	Not annotated		3	0.570149253731343	0
10945	10945	yajB	Not annotated		3	1.96296296296296	0
10946	10946	yajC	Not annotated	sp|P0ADZ7|YAJC_ECOLI	3	1.6100942872989499	0
10947	10947	yajD	Not annotated	sp|P0AAQ2|YAJD_ECOLI	3	0.891520244461421	0
10948	10948	yajG	Not annotated	sp|P0ADA5|YAJG_ECOLI	3	1.3937823834196899	0
10949	10949	yajI	Not annotated		3	1.81617647058824	0
10950	10950	yajL	Not annotated	sp|Q46948|YAJL_ECOLI	3	1.74172185430464	0
10951	10951	yajO	Not annotated	sp|P77735|YAJO_ECOLI	3	0.503008423586041	0
10952	10952	yajQ	Not annotated	sp|P0A8E7|YAJQ_ECOLI;sp|C4ZTI3|YAJQ_ECOBW;sp|B1XFL4|YAJQ_ECODH	3	3.2019734813444303	0
10953	10953	yajR	Not annotated		3	2.07086614173228	0
10954	10954	ybaA	Not annotated		3	1.26	0
10955	10955	ybaB	Not annotated	sp|P0A8B5|YBAB_ECOLI;sp|C4ZUS5|YBAB_ECOBW;sp|B1XFQ8|YBAB_ECODH	3	2.22068965517241	0
10956	10956	ybaD	Not annotated		3	3.109375	0
10957	10957	ybaE	Not annotated		3	0.545647558386412	0
10958	10958	ybaJ	Not annotated		3	0.8125	0
10959	10959	ybaL	Not annotated	sp|P39830|YBAL_ECOLI	3	1.08543689320388	1
10960	10960	ybaM	Not annotated		3	1.4811320754717	0
10961	10961	ybaN	Not annotated		3	3.38372093023256	0
10962	10962	ybaO	Not annotated		3	3.5888888888888903	0
10963	10963	ybaP	Not annotated		3	2.5827814569536405	0
10964	10964	ybaQ	Not annotated		3	4.34567901234568	0
10965	10965	ybaS	Not annotated		3	0.8888888888888891	0
10966	10966	ybaT	Not annotated		3	1.21019108280255	0
10967	10967	ybaV	Not annotated		3	0.77319587628866	0
10968	10968	ybaW	Not annotated		3	1.45714285714286	0
10969	10969	ybaX	Not annotated		3	1.4955489614243302	0
10970	10970	ybaY	Not annotated	sp|P77717|YBAY_ECOLI	3	0.581643543223052	0
10971	10971	ybaZ	Not annotated		3	1.35227272727273	0
10972	10972	ybbA	Not annotated	sp|P0A9T8|YBBA_ECOLI	3	1.6363636363636398	0
10973	10973	ybbB	Not annotated		3	2.2684563758389302	1
10974	10974	ybbC	Not annotated		3	2.1724137931034497	0
10975	10975	ybbJ	Not annotated		3	1.11764705882353	0
10976	10976	ybbK	Not annotated		3	1.2716049382716001	0
10977	10977	ybbL	Not annotated		3	0.8047722342733191	0
10978	10978	ybbM	Not annotated		3	0.7360594795539029	0
10979	10979	ybbN	Not annotated	sp|P77395|YBBN_ECOLI	3	2.2134502923976602	1
10980	10980	ybbO	Not annotated	sp|P0AFP4|YBBO_ECOLI	3	1.87931034482759	0
10981	10981	ybbP	Not annotated		3	1.37270341207349	0
10982	10982	ybbS	Not annotated		3	2.91764705882353	1
10983	10983	ybbW	Transport		3	1.3917525773195902	0
10984	10984	ybbY	Not annotated		3	1.2195121951219499	1
10985	10985	ybcC	Not annotated		3	1.04081632653061	0
10986	10986	ybcD	Not annotated		3	1.46153846153846	0
10987	10987	ybcF	Not annotated		3	1.3152173913043501	0
10988	10988	ybcH	Not annotated		3	1.9479166666666696	0
10989	10989	ybcI	Not annotated		3	1.6666666666666698	0
10990	10990	ybcJ	Not annotated	sp|P0AAS7|YBCJ_ECOLI	3	1.72093023255814	0
10991	10991	ybcK	Phage		3	1.2673796791443799	1
10992	10992	ybcL	Not annotated		3	1.57142857142857	0
10993	10993	ybcM	Not annotated		3	0.923603192702395	0
10994	10994	ybcN	Not annotated		3	1.09302325581395	0
10995	10995	ybcO	Not annotated		3	8.5	0
10996	10996	ybcQ	Not annotated		3	1.0	0
10997	10997	ybcS	Not annotated		3	1.4769230769230801	0
10998	10998	ybcW	Phage		3	0.9912280701754392	0
10999	10999	ybdA	Not annotated		3	8.94936708860759	1
11000	11000	ybdB	Not annotated		3	7.0454545454545405	0
11001	11001	ybdD	Not annotated		3	0.463855421686747	0
11002	11002	ybdF	Not annotated		3	1.65060240963855	1
11003	11003	ybdG	Not annotated	sp|P0AAT4|YBDG_ECOLI	3	3.1972972972973	0
11004	11004	ybdH	Not annotated	sp|P45579|YBDH_ECOLI	3	0.9137055837563448	1
11005	11005	ybdJ	Not annotated		3	1.21175166297118	0
11006	11006	ybdK	Not annotated		3	0.4609665427509289	0
11007	11007	ybdL	Not annotated	sp|P77806|YBDL_ECOLI	3	1.6555555555555599	0
11008	11008	ybdM	Not annotated		3	0.8648648648648649	0
11009	11009	ybdN	Not annotated		3	1.06410256410256	0
11010	11010	ybdO	Not annotated		3	1.36075949367089	0
11011	11011	ybdR	Metabolism		3	1.22463768115942	0
11012	11012	ybdZ	Not annotated		3	14.0	0
11013	11013	ybeA	Not annotated		3	2.16037735849057	0
11014	11014	ybeB	Not annotated		3	1.7520491803278702	0
11015	11015	ybeD	Not annotated	sp|P0A8J4|YBED_ECOLI;sp|C4ZWB8|YBED_ECOBW	3	5.43392070484581	0
11016	11016	ybeF	Regulation		3	1.3962264150943402	0
11017	11017	ybeH	Not annotated		3	1.19047619047619	0
11018	11018	ybeL	Not annotated		3	0.24509803921568601	0
11019	11019	ybeM	Not annotated		3	1.38775510204082	1
11020	11020	ybeQ	Not annotated		3	0.697674418604651	0
11021	11021	ybeR	Not annotated		3	1.1	0
11022	11022	ybeT	Membrane		3	2.2727272727272703	0
11023	11023	ybeU	Not annotated		3	1.375	1
11024	11024	ybeX	Transport		3	1.74358974358974	1
11025	11025	ybeY	Not annotated	sp|P0A898|YBEY_ECOLI;sp|C4ZWE6|YBEY_ECOBW;sp|B1X654|YBEY_ECODH	3	2.08585858585859	0
11026	11026	ybeZ	Not annotated		3	1.8126064735945504	0
11027	11027	ybfA	Unknown	sp|P0AAU2|YBFA_ECOLI	3	9.645892351274787	0
11028	11028	ybfC	Not annotated		3	1.5666666666666698	0
11029	11029	ybfD	Other		3	1.07142857142857	0
11030	11030	ybfE	Not annotated	sp|P0AAU7|YBFE_ECOLI	3	2.12658227848101	0
11031	11031	ybfF	Not annotated	sp|P75736|YBFF_ECOLI	3	1.625	0
11032	11032	ybfG	Not annotated		3	1.1296296296296298	0
11033	11033	ybfH	Not annotated		3	1.85714285714286	0
11034	11034	ybfL	Unknown		3	0.9775280898876401	0
11035	11035	ybfM	Not annotated		3	0.121151936444886	0
11036	11036	ybfN	Not annotated		3	0.880952380952381	0
11037	11037	ybfO	Not annotated		3	1.30275229357798	1
11038	11038	ybfP	Not annotated		3	1.07575757575758	0
11039	11039	ybfQ	Not annotated		3	0.617021276595745	0
11040	11040	ybgA	Unknown		3	0.37962962962963	0
11041	11041	ybgC	Not annotated		3	1.9812409812409801	0
11042	11042	ybgD	Not annotated		3	0.49450549450549497	1
11043	11043	ybgE	Not annotated		3	0.460905349794239	0
11044	11044	ybgF	Not annotated		3	1.54591376510915	0
11045	11045	ybgH	Not annotated		3	1.22352941176471	1
11046	11046	ybgI	Not annotated		3	1.50750750750751	0
11047	11047	ybgJ	Not annotated	sp|P0AAV4|YBGJ_ECOLI	3	2.03333333333333	1
11048	11048	ybgK	Not annotated	sp|P75745|YBGK_ECOLI	3	1.69958847736626	0
11049	11049	ybgL	Not annotated		3	1.3728813559322	0
11050	11050	ybgO	Not annotated		3	1.11538461538462	0
11051	11051	ybgP	Not annotated		3	1.46808510638298	0
11052	11052	ybgQ	Not annotated		3	1.75	1
11053	11053	ybgS	Not annotated		3	0.91907514450867	0
11054	11054	ybhB	Not annotated	sp|P12994|YBHB_ECOLI	3	113.518644067797	0
11055	11055	ybhC	Membrane/cell wall	sp|P46130|YBHC_ECOLI	3	6.8201581027668	1
11056	11056	ybhD	Not annotated		3	0.8735632183908051	0
11057	11057	ybhE	Not annotated		3	0.8039215686274509	0
11058	11058	ybhF	Not annotated		3	0.915929203539823	0
11059	11059	ybhG	Not annotated		3	0.8040201005025129	0
11060	11060	ybhH	Not annotated		3	1.11627906976744	0
11061	11061	ybhI	Not annotated		3	1.21212121212121	1
11062	11062	ybhJ	Not annotated		3	1.34285714285714	1
11063	11063	ybhK	Not annotated		3	1.99279279279279	1
11064	11064	ybhL	Not annotated		3	0.9289643625926808	0
11065	11065	ybhM	Not annotated		3	0.963768115942029	0
11066	11066	ybhN	Not annotated		3	1.4354838709677402	0
11067	11067	ybhO	Not annotated		3	0.83495145631068	0
11068	11068	ybhP	Flagella		3	0.575757575757576	0
11069	11069	ybhQ	Not annotated		3	0.2922769640479361	0
11070	11070	ybhR	Not annotated		3	1.12213740458015	0
11071	11071	ybhS	Not annotated		3	0.850574712643678	0
11072	11072	ybhT	Not annotated		3	2.10464098073555	0
11073	11073	ybiA	Not annotated		3	0.14336917562724	0
11074	11074	ybiB	Not annotated	sp|P30177|YBIB_ECOLI	3	0.9306122448979592	0
11075	11075	ybiC	Not annotated	sp|P30178|YBIC_ECOLI	3	0.9603729603729599	0
11076	11076	ybiH	Not annotated		3	0.9171270718232049	0
11077	11077	ybiI	Not annotated		3	0.7276785714285708	0
11078	11078	ybiJ	Not annotated	sp|P0AAX3|YBIJ_ECOLI	3	4.88495575221239	0
11079	11079	ybiM	Not annotated		3	1.2195121951219499	0
11080	11080	ybiN	Not annotated		3	3.04519774011299	0
11081	11081	ybiO	Not annotated		3	1.5	0
11082	11082	ybiP	Not annotated		3	1.33832335329341	0
11083	11083	ybiR	Not annotated		3	2.54	0
11084	11084	ybiS	Not annotated	sp|P0AAX8|YBIS_ECOLI	3	6.455968688845401	0
11085	11085	ybiT	Not annotated	sp|P0A9U3|YBIT_ECOLI	3	2.32490974729242	0
11086	11086	ybiU	Not annotated	sp|P75791|YBIU_ECOLI	3	2.22872340425532	0
11087	11087	ybiV	Not annotated		3	1.70289855072464	0
11088	11088	ybiW	Not annotated		3	1.08050847457627	1
11089	11089	ybiX	Not annotated		3	2.52173913043478	0
11090	11090	ybiY	Not annotated		3	0.987012987012987	1
11091	11091	ybjC	Not annotated		3	3.69318181818182	0
11092	11092	ybjD	Not annotated		3	1.17090909090909	1
11093	11093	ybjE	Not annotated		3	1.5037037037037	0
11094	11094	ybjG	Not annotated		3	4.26142131979695	1
11095	11095	ybjH	Not annotated		3	5.72881355932203	0
11096	11096	ybjI	Not annotated		3	2.54411764705882	0
11097	11097	ybjJ	Not annotated		3	3.4888888888888903	0
11098	11098	ybjK	Not annotated		3	0.970802919708029	0
11099	11099	ybjL	Transport	sp|P60869|YBJL_ECOLI;sp|C4ZY19|YBJL_ECOBW;sp|B1X7Y8|YBJL_ECODH	3	1.1548672566371698	0
11100	11100	ybjM	Not annotated		3	1.14084507042254	0
11101	11101	ybjN	Not annotated	sp|P0AAY6|YBJN_ECOLI	3	1.35040431266846	0
11102	11102	ybjO	Not annotated		3	1.7307692307692302	0
11103	11103	ybjP	Not annotated	sp|P75818|YBJP_ECOLI	3	0.7809523809523811	0
11104	11104	ybjQ	Not annotated	sp|P0A8C1|YBJQ_ECOLI;sp|C4ZY38|YBJQ_ECOBW;sp|B1X807|YBJQ_ECODH	3	0.9408450704225352	0
11105	11105	ybjR	Not annotated		3	1.08955223880597	1
11106	11106	ybjS	Not annotated	sp|P75821|YBJS_ECOLI	3	1.64814814814815	1
11107	11107	ybjT	Not annotated		3	1.77682403433476	1
11108	11108	ybjX	Not annotated		3	4.94241362043065	0
11109	11109	ycaC	Not annotated	sp|P21367|YCAC_ECOLI	3	1.42857142857143	0
11110	11110	ycaD	Not annotated		3	3.8321428571428595	0
11111	11111	ycaI	Not annotated		3	1.49287749287749	0
11112	11112	ycaJ	Not annotated		3	1.34055118110236	0
11113	11113	ycaK	Not annotated		3	0.89	0
11114	11114	ycaL	Not annotated		3	1.23333333333333	1
11115	11115	ycaN	Regulation		3	1.20967741935484	0
11116	11116	ycaO	Regulation	sp|P75838|YCAO_ECOLI	3	1.79726651480638	0
11117	11117	ycaP	Not annotated		3	0.8478260869565221	0
11118	11118	ycaQ	Not annotated		3	1.1853546910755202	1
11119	11119	ycaR	Not annotated	sp|P0AAZ7|YCAR_ECOLI;sp|C4ZQ43|YCAR_ECOBW;sp|B1X8M1|YCAR_ECODH	3	1.92	0
11120	11120	ycbB	Not annotated		3	0.8585732165206509	1
11121	11121	ycbC	Not annotated		3	1.66304347826087	0
11122	11122	ycbF	Not annotated		3	1.02586206896552	0
11123	11123	ycbG	Not annotated		3	0.4053254437869821	0
11124	11124	ycbJ	Not annotated		3	0.26022913256955804	0
11125	11125	ycbK	Not annotated		3	2.68181818181818	0
11126	11126	ycbL	Not annotated		3	2.92893401015228	0
11127	11127	ycbQ	Not annotated		3	1.0751879699248101	0
11128	11128	ycbR	Not annotated		3	1.32786885245902	0
11129	11129	ycbS	Not annotated		3	1.21908127208481	1
11130	11130	ycbT	Not annotated		3	1.01171875	1
11131	11131	ycbU	Not annotated		3	1.05555555555556	0
11132	11132	ycbV	Not annotated		3	1.3939393939393898	0
11133	11133	ycbW	Not annotated		3	0.5919335705812571	0
11134	11134	ycbX	Not annotated	sp|P75863|YCBX_ECOLI	3	1.62616822429907	0
11135	11135	ycbY	Not annotated		3	3.47937131630648	1
11136	11136	ycbZ	Not annotated		3	1.58433734939759	0
11137	11137	yccA	Not annotated		3	1.3377507163323799	0
11138	11138	yccC	Not annotated		3	1.80733944954128	1
11139	11139	yccE	Not annotated		3	1.82119205298013	0
11140	11140	yccF	Not annotated	sp|P0AB12|YCCF_ECOLI	3	2.70503597122302	1
11141	11141	yccJ	Not annotated	sp|P0AB14|YCCJ_ECOLI	3	0.266129032258065	0
