	NCBI_GENE_ID	function	Protein IDs	strain	transcription	muts
10117	potD	ABC transporter, periplasmic spermidine putrescine-binding protein PotD (TC 3.A.1.11.1)	sp|P0AFK9|POTD_ECOLI	3	1.9369863013698605	0
10118	potE	Putrescine/proton symporter, putrescine/ornithine antiporter PotE		3	1.74528301886792	0
10119	potF	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	sp|P31133|POTF_ECOLI	3	0.7582938388625591	1
10120	potG	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)		3	1.26530612244898	1
10121	potH	Putrescine transport system permease protein PotH (TC 3.A.1.11.2)		3	1.0	0
10122	potI	Putrescine transport system permease protein PotI (TC 3.A.1.11.2)		3	1.32258064516129	0
10123	poxA	Translation elongation factor P Lys34:lysine transferase		3	1.02162162162162	0
10124	poxB	Pyruvate oxidase [ubiquinone, cytochrome] (EC 1.2.2.2)	sp|P07003|POXB_ECOLI	3	0.8046511627906979	1
10125	ppa	Inorganic pyrophosphatase (EC 3.6.1.1)		3	1.14150781384166	0
10126	ppc	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)		3	1.22799763733018	1
10127	ppdA	Prepilin peptidase dependent protein A precursor		3	1.75	0
10128	ppdB	FIG004819: Prepilin peptidase dependent protein B precursor		3	1.8	0
10129	ppdC	FIG004136: Prepilin peptidase dependent protein C precursor		3	1.33333333333333	0
10130	ppdD	Type IV pilin PilA		3	1.29032258064516	0
10131	pphA	Ren protein		3	1.7623762376237602	0
10132	pphB	Serine/threonine protein phosphatase 2 (EC 3.1.3.16)		3	1.29166666666667	0
10133	ppiA	Peptidyl-prolyl cis-trans isomerase PpiA precursor (EC 5.2.1.8)	sp|P0AFL3|PPIA_ECOLI	3	0.33903743315508	0
10134	ppiB	Peptidyl-prolyl cis-trans isomerase PpiB (EC 5.2.1.8)	sp|P23869|PPIB_ECOLI	3	1.040302743614	0
10135	ppiC	Peptidyl-prolyl cis-trans isomerase PpiC (EC 5.2.1.8)	sp|P0A9L5|PPIC_ECOLI	3	1.66756272401434	0
10136	ppiD	Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)	sp|P0ADY1|PPID_ECOLI	3	1.0704770090245	1
10137	ppk	Polyphosphate kinase (EC 2.7.4.1)	sp|P0A7B1|PPK_ECOLI	3	0.9762845849802372	0
10138	pps	Phosphoenolpyruvate synthase (EC 2.7.9.2)		3	0.4266144814090021	0
10139	ppx	Exopolyphosphatase (EC 3.6.1.11)	sp|P0AFL6|PPX_ECOLI	3	1.34802431610942	0
10140	pqiA	Paraquat-inducible protein A		3	2.61206896551724	0
10141	pqiB	Paraquat-inducible protein B	sp|P43671|PQIB_ECOLI	3	1.4934823091247702	0
10142	pqqL	Probable zinc protease pqqL (EC 3.4.99.-)	sp|P31828|PQQL_ECOLI	3	2.7216494845360804	0
10143	prc	Tail-specific protease precursor (EC 3.4.21.102)	sp|P23865|PRC_ECOLI	3	1.3637103336045602	1
10144	prfA	Peptide chain release factor 1		3	2.79	0
10145	prfB	FIG00638342: hypothetical protein		3	1.63687150837989	0
10146	prfB	Peptide chain release factor 2; programmed frameshift-containing		3	1.9406392694063896	0
10147	prfC	Peptide chain release factor 3		3	3.64376996805112	0
10148	prfH	Peptide chain release factor homolog		3	1.40909090909091	1
10149	priA	Helicase PriA essential for oriC/DnaA-independent DNA replication		3	1.73743016759777	1
10150	priC	Primosomal replication protein N prime prime		3	2.18181818181818	0
10151	prkB	Phosphoribulokinase (EC 2.7.1.19) homolog, function unknown		3	1.09698996655518	0
10152	prlC	Oligopeptidase A (EC 3.4.24.70)		3	1.7551789077212805	0
10153	prmA	Ribosomal protein L11 methyltransferase (EC 2.1.1.-)	sp|P0A8T1|PRMA_ECOLI;sp|C4ZSZ5|PRMA_ECOBW;sp|B1XHM8|PRMA_ECODH	3	1.49668874172185	0
10154	prmB	Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p	sp|P39199|PRMB_ECOLI	3	3.19932432432432	0
10155	prmC	Protein-N(5)-glutamine methyltransferase PrmC, methylates polypeptide chain release factors RF1 and RF2		3	2.28571428571429	0
10156	proA	Gamma-glutamyl phosphate reductase (EC 1.2.1.41)	sp|P07004|PROA_ECOLI;sp|C4ZTA0|PROA_ECOBW;sp|B1XDY6|PROA_ECODH	3	2.9467787114845896	0
10157	proB	Glutamate 5-kinase (EC 2.7.2.11) / RNA-binding C-terminal domain PUA	sp|P0A7B5|PROB_ECOLI;sp|C4ZT99|PROB_ECOBW;sp|B1XDY5|PROB_ECODH	3	2.9525504151838704	0
10158	proC	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)		3	3.3781512605042003	0
10159	proK	tRNA-Pro-CGG		3	0.923076923076923	0
10160	proL	tRNA-Pro-GGG		3	2.2	0
10161	proM	tRNA-Pro-TGG		3	1.0	0
10162	proP	L-Proline/Glycine betaine transporter ProP	sp|P0C0L7|PROP_ECOLI	3	3.24975024975025	0
10163	proQ	ProQ: influences osmotic activation of compatible solute ProP	sp|P45577|PROQ_ECOLI;sp|C4ZZI8|PROQ_ECOBW;sp|B1XH99|PROQ_ECODH	3	2.0346020761245702	0
10164	proS	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type		3	2.4359190556492405	0
10165	proV	L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)	sp|P14175|PROV_ECOLI	3	0.8430232558139542	1
10166	proW	L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1)	sp|P14176|PROW_ECOLI	3	1.19444444444444	1
10167	proX	L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1)	sp|P0AFM2|PROX_ECOLI	3	1.02307692307692	0
10168	proY	Proline-specific permease proY	sp|P0AAE2|PROY_ECOLI	3	1.4225352112676102	0
10169	prsA	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)		3	2.0807899461400403	0
10170	psd	Phosphatidylserine decarboxylase (EC 4.1.1.65)	sp|P0A8K1|PSD_ECOLI;sp|C5A1F4|PSD_ECOBW;sp|B1XDR4|PSD_ECODH	3	2.45487364620939	0
10171	psiF	Phosphate starvation-inducible protein PsiF	sp|P0AFM4|PSIF_ECOLI	3	1.3	0
10172	pspA	Phage shock protein A	sp|P0AFM6|PSPA_ECOLI	3	15.875435540069699	0
10173	pspB	Phage shock protein B	sp|P0AFM9|PSPB_ECOLI	3	28.3333333333333	0
10174	pspC	Phage shock protein C		3	26.594594594594607	0
10175	pspD	Phage shock protein D		3	33.363636363636395	0
10176	pspE	Phage shock protein E precursor	sp|P23857|PSPE_ECOLI	3	0.586632057105775	0
10177	pspF	Psp operon transcriptional activator		3	1.08333333333333	0
10178	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)		3	1.36711059640996	0
10179	pstA	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)		3	3.06818181818182	1
10180	pstB	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	sp|P0AAH0|PSTB_ECOLI	3	2.2140221402214	1
10181	pstC	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)		3	2.51136363636364	0
10182	pstS	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	sp|P0AG82|PSTS_ECOLI	3	2.32300884955752	1
10183	pta	Phosphate acetyltransferase (EC 2.3.1.8)	sp|P0A9M8|PTA_ECOLI	3	1.36672051696284	1
10184	pth	Peptidyl-tRNA hydrolase (EC 3.1.1.29)	sp|P0A7D1|PTH_ECOLI;sp|C4ZTP5|PTH_ECOBW;sp|B1XAP5|PTH_ECODH	3	5.443478260869559	0
10185	ptr	Protease III precursor (EC 3.4.24.55)		3	1.7707692307692302	1
10186	ptrB	Protease II (EC 3.4.21.83)		3	1.41947565543071	0
10187	ptsA	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)		3	0.994845360824742	1
10188	ptsG	PTS system, glucose-specific IIB component (EC 2.7.1.69) / PTS system, glucose-specific IIC component (EC 2.7.1.69)		3	2.426114151681	1
10189	ptsH	Phosphotransferase system, phosphocarrier protein HPr		3	1.76686217008798	0
10190	ptsI	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)		3	1.53807670928293	1
10191	ptsN	PTS system nitrogen-specific IIA component, PtsN	sp|P69829|PTSN_ECOLI	3	1.64056939501779	0
10192	ptsP	FIG001592: Phosphocarrier protein kinase/phosphorylase, nitrogen regulation associated		3	1.37096774193548	0
10193	purA	Adenylosuccinate synthetase (EC 6.3.4.4)	sp|P0A7D4|PURA_ECOLI;sp|C4ZR54|PURA_ECOBW;sp|B1XDS8|PURA_ECODH	3	1.28864628820961	0
10194	purB	Adenylosuccinate lyase (EC 4.3.2.2)		3	2.63157894736842	0
10195	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)		3	1.54109589041096	0
10196	purD	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)		3	0.8727272727272729	0
10197	purE	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	sp|P0AG18|PURE_ECOLI	3	1.7096774193548403	0
10198	purF	Amidophosphoribosyltransferase (EC 2.4.2.14)		3	1.2203947368421102	0
10199	purH	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)		3	1.0707070707070698	0
10200	purK	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	sp|P09029|PURK_ECOLI	3	1.95744680851064	0
10201	purL	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)		3	1.6042216358839	0
10202	purM	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)		3	1.7244897959183705	0
10203	purN	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)		3	1.48701298701299	0
10204	purR	Purine nucleotide synthesis repressor	sp|P0ACP7|PURR_ECOLI;sp|C4ZYC2|PURR_ECOBW	3	1.4132762312633798	0
10205	purT	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	sp|P33221|PURT_ECOLI;sp|C4ZZK6|PURT_ECOBW;sp|B1XHB7|PURT_ECODH	3	1.4953271028037398	0
10206	purU	Formyltetrahydrofolate deformylase (EC 3.5.1.10)	sp|P37051|PURU_ECOLI	3	1.33079847908745	0
10207	putA	Transcriptional repressor of PutA and PutP / Proline dehydrogenase (EC 1.5.99.8) (Proline oxidase) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)	sp|P09546|PUTA_ECOLI	3	0.250204415372036	1
10208	putP	Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter	sp|P07117|PUTP_ECOLI	3	0.115424973767051	0
10209	puuA	Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)		3	1.7460815047021898	1
10210	puuB	Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)		3	1.65909090909091	1
10211	puuC	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)		3	1.21052631578947	1
10212	puuD	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)		3	2.35714285714286	1
10213	puuD	hypothetical protein		3	0.33333333333333304	1
10214	puuE	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)		3	1.41538461538462	0
10215	puuP	Putrescine importer		3	1.98984771573604	0
10216	puuR	Putrescine utilization regulator	sp|P0A9U6|PUUR_ECOLI	3	1.91818181818182	0
10217	pykA	Pyruvate kinase (EC 2.7.1.40)		3	0.360575750182971	0
10218	pykF	Pyruvate kinase (EC 2.7.1.40)		3	1.28156163802249	0
10219	pyrB	Aspartate carbamoyltransferase (EC 2.1.3.2)	sp|P0A786|PYRB_ECOLI;sp|C4ZRB8|PYRB_ECOBW;sp|B1XEM6|PYRB_ECODH	3	1.0519480519480502	0
10220	pyrC	Dihydroorotase (EC 3.5.2.3)	sp|P05020|PYRC_ECOLI;sp|C4ZS02|PYRC_ECOBW;sp|B1X9H5|PYRC_ECODH	3	1.85207100591716	0
10221	pyrD	Dihydroorotate dehydrogenase (EC 1.3.3.1)	sp|P0A7E1|PYRD_ECOLI;sp|C4ZQ71|PYRD_ECOBW;sp|B1X8P9|PYRD_ECODH	3	1.82380952380952	0
10222	pyrE	Orotate phosphoribosyltransferase (EC 2.4.2.10)		3	1.91555555555556	1
10223	pyrF	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	sp|P08244|PYRF_ECOLI;sp|C4ZTX6|PYRF_ECOBW;sp|B1XBN2|PYRF_ECODH	3	4.0	0
10224	pyrG	CTP synthase (EC 6.3.4.2)	sp|P0A7E5|PYRG_ECOLI;sp|C4ZZT3|PYRG_ECOBW;sp|B1XDJ0|PYRG_ECODH	3	1.9225953329539	0
10225	pyrH	Uridine monophosphate kinase (EC 2.7.4.22)	sp|P0A7E9|PYRH_ECOLI	3	1.4416873449131498	0
10226	pyrI	Aspartate carbamoyltransferase regulatory chain (PyrI)	sp|P0A7F3|PYRI_ECOLI;sp|C4ZRB7|PYRI_ECOBW;sp|B1XEM5|PYRI_ECODH	3	1.04878048780488	1
10227	qor	Quinone oxidoreductase (EC 1.6.5.5)		3	1.7009803921568605	1
10228	qseB	Two-component system response regulator QseB		3	0.813953488372093	0
10229	qseC	Sensory histidine kinase QseC		3	1.10674157303371	0
10230	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	sp|P0A7F9|QUEA_ECOLI;sp|C4ZTG2|QUEA_ECOBW;sp|B1XEZ3|QUEA_ECODH	3	2.8755364806867005	0
10231	racC	Phage protein		3	1.375	0
10232	radA	DNA repair protein RadA	sp|P24554|RADA_ECOLI	3	2.88622754491018	0
10233	rarA	Possible hydrolase or acyltransferase RutD in novel pyrimidine catabolism pathway		3	2.125	1
10234	rarD	Protein rarD		3	2.38167938931298	1
10235	rbbA	ABC-type multidrug transport system, permease component		3	0.92814371257485	0
10236	rbfA	Ribosome-binding factor A	sp|P0A7G2|RBFA_ECOLI;sp|C4ZSQ8|RBFA_ECOBW;sp|B1XGX9|RBFA_ECODH	3	2.13008130081301	0
10237	rbn	Inner membrane protein YihY, formerly thought to be RNase BN		3	0.4045584045584051	0
10238	rbsA	Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1)		3	0.22135509045760896	0
10239	rbsB	Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)	sp|P02925|RBSB_ECOLI	3	0.388048192771084	1
10240	rbsC	Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)		3	0.355408388520971	0
10241	rbsD	Ribose ABC transport system, high affinity permease RbsD (TC 3.A.1.2.1)	sp|P04982|RBSD_ECOLI;sp|C4ZZ26|RBSD_ECOBW;sp|B1X9X5|RBSD_ECODH	3	0.197014051522248	0
10242	rbsK	Ribokinase (EC 2.7.1.15)		3	0.3556992724333061	0
10243	rbsR	Ribose operon repressor		3	0.363636363636364	0
10244	rcsA	Colanic acid capsular biosynthesis activation accesory protein RcsA, co-regulator with RcsB		3	0.538461538461538	0
10245	rcsB	DNA-binding capsular synthesis response regulator RcsB	sp|P0DMC7|RCSB_ECOLI	3	2.00620261888353	0
10246	rcsD	Two-component sensor protein RcsD (EC 2.7.3.-)	sp|P39838|RCSD_ECOLI	3	1.5189873417721498	1
10247	rcsF	Protein RcsF	sp|P69411|RCSF_ECOLI	3	2.02985074626866	0
10248	rdgC	DNA recombination-dependent growth factor C	sp|P36767|RDGC_ECOLI;sp|C4ZTF1|RDGC_ECOBW;sp|B1XEY2|RDGC_ECODH	3	3.16510903426791	0
10249	recA	RecA protein	sp|P0A7G6|RECA_ECOLI;sp|C4ZYU4|RECA_ECOBW	3	2.8264953040039504	0
10250	recB	Exodeoxyribonuclease V beta chain (EC 3.1.11.5)		3	1.48355263157895	1
10251	recC	Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)		3	1.6224489795918402	1
10252	recD	Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)		3	1.27925531914894	1
10253	recE	Exodeoxyribonuclease VIII (EC 3.1.11.-)		3	2.14917127071823	0
10254	recF	DNA recombination and repair protein RecF		3	1.31003039513678	0
10255	recG	ATP-dependent DNA helicase RecG (EC 3.6.1.-)		3	0.9648033126294	0
10256	recJ	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)		3	1.83828996282528	0
10257	recN	DNA repair protein RecN		3	2.012	0
10258	recO	DNA recombination and repair protein RecO		3	1.23853211009174	1
10259	recQ	ATP-dependent DNA helicase RecQ		3	1.67194570135747	1
10260	recR	Recombination protein RecR	sp|P0A7H6|RECR_ECOLI;sp|C4ZUS6|RECR_ECOBW;sp|B1XFQ9|RECR_ECODH	3	2.11023622047244	0
10261	recT	Recombinational DNA repair protein RecT (prophage associated)		3	1.3614457831325302	0
10262	recX	Regulatory protein RecX		3	2.11688311688312	0
10263	relA	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)	sp|P0AG20|RELA_ECOLI	3	1.11129707112971	0
10264	relB	RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)		3	2.61931818181818	0
10265	rem	Hypothetical rem protein		3	1.6851851851851898	0
10266	rep	ATP-dependent DNA helicase Rep		3	2.59480519480519	0
10267	rfaB	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-)		3	0.9595898673100122	0
10268	rfaC	Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	sp|P24173|RFAC_ECOLI	3	1.5927835051546395	1
10269	rfaD	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)		3	2.06349206349206	0
10270	rfaE	ADP-heptose synthase (EC 2.7.-.-) / D-glycero-beta-D-manno-heptose 7-phosphate kinase		3	2.888	0
10271	rfaF	ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)		3	1.84565916398714	1
10272	rfaG	UDP-glucose:(heptosyl) LPS alpha1,3-glucosyltransferase WaaG (EC 2.4.1.-)		3	1.95169082125604	0
10273	rfaH	Transcriptional activator RfaH	sp|P0AFW0|RFAH_ECOLI	3	1.76100628930818	1
10274	rfaI	UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)		3	0.621730382293763	1
10275	rfaJ	UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,3-glucosyltransferase WaaO (EC 2.4.1.-)		3	0.829535095715588	1
10276	rfaK	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase (EC 2.4.1.56)		3	0.7830319888734351	1
10277	rfaL	O-antigen ligase		3	0.5069404279930589	1
10278	rfaP	Lipopolysaccharide core biosynthesis protein WaaP (EC 2.7.-.-), heptosyl-I-kinase		3	1.36776859504132	0
10279	rfaQ	Lipopolysaccharide heptosyltransferase III (EC 2.4.1.-)		3	1.96346414073072	0
10280	rfaS	Lipopolysaccharide core biosynthesis protein RfaS		3	0.745394426074634	1
10281	rfaY	Lipopolysaccharide core biosynthesis protein RfaY		3	1.04222222222222	0
10282	rfaZ	Lipopolysaccharide core biosynthesis protein RfaZ		3	0.923441199684294	0
10283	rfbA	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)		3	0.620723847297967	0
10284	rfbB	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)		3	1.09159397303727	0
10285	rfbC	hypothetical protein		3	0.4196428571428571	0
10286	rfbX	Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	sp|P37746|RFBX_ECOLI	3	0.3964365256124721	0
10287	rfe	Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)		3	1.20770676691729	0
10288	rffA	Lipopolysaccharide biosynthesis protein RffA		3	0.9751773049645392	0
10289	rffD	UDP-glucose dehydrogenase (EC 1.1.1.22)		3	0.943052391799544	0
10290	rffE	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)		3	1.39237668161435	0
10291	rffG	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)		3	0.7068607068607071	1
10292	rffH	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)		3	0.7632850241545892	1
10293	rffM	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase (EC 2.4.1.-)		3	0.9399141630901292	0
10294	rffT	4-alpha-L-fucosyltransferase (EC 2.4.1.-)		3	1.16157205240175	0
10295	rhaA	L-rhamnose isomerase (EC 5.3.1.14)		3	1.20588235294118	1
10296	rhaB	Rhamnulokinase (EC 2.7.1.5)		3	1.2	1
10297	rhaD	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)		3	0.9586776859504128	0
10298	rhaR	L-rhamnose operon transcriptional activator RhaR		3	0.308157099697885	0
10299	rhaS	L-rhamnose operon regulatory protein RhaS		3	0.9846153846153848	0
10300	rhaT	L-rhamnose-proton symporter		3	1.53719008264463	1
10301	rhlB	ATP-dependent RNA helicase RhlB	sp|P0A8J8|RHLB_ECOLI;sp|C4ZZ48|RHLB_ECOBW;sp|B1X9Z4|RHLB_ECODH	3	1.1072226358898	1
10302	rhlE	ATP-dependent RNA helicase RhlE	sp|P25888|RHLE_ECOLI	3	1.59465478841871	1
10303	rho	Transcription termination factor Rho	sp|P0AG30|RHO_ECOLI	3	2.98959778085992	0
10304	rhsA	core protein		3	1.11557788944724	1
10305	rhsB	core protein		3	1.1568627450980402	1
10306	rhsC	core protein		3	1.73067915690867	1
10307	rhsD	core protein		3	1.3987138263665602	1
10308	rhsE	core protein		3	1.53881278538813	1
10309	rhtA	Putative DMT superfamily metabolite efflux protein precursor		3	0.822857142857143	1
10310	rhtB	Homoserine/homoserine lactone efflux protein		3	1.25	0
10311	rhtC	Threonine efflux protein		3	1.25694444444444	0
10312	ribA	GTP cyclohydrolase II (EC 3.5.4.25)	sp|P0A7I7|RIBA_ECOLI;sp|C4ZTX2|RIBA_ECOBW;sp|B1XBM8|RIBA_ECODH	3	1.46950710108605	0
10313	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	sp|P0A7J0|RIBB_ECOLI;sp|C4ZQV9|RIBB_ECOBW;sp|B1XG46|RIBB_ECODH	3	1.61612903225806	0
10314	ribC	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)		3	1.27088249174139	0
10315	ribD	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	sp|P25539|RIBD_ECOLI	3	2.31367292225201	0
10316	ribE	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)		3	2.1982758620689697	0
10317	ribF	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)	sp|P0AG40|RIBF_ECOLI	3	1.99059561128527	0
10318	rihA	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	sp|P41409|RIHA_ECOLI;sp|C4ZWD8|RIHA_ECOBW	3	0.0674049109292248	0
10319	rihB	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)		3	1.4857142857142902	0
10320	rihC	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	sp|P22564|RIHC_ECOLI;sp|C4ZPV6|RIHC_ECOBW;sp|B1XBF5|RIHC_ECODH	3	0.225375626043406	0
10321	rimI	Ribosomal-protein-S18p-alanine acetyltransferase (EC 2.3.1.-)		3	3.73529411764706	0
10322	rimJ	Ribosomal-protein-S5p-alanine acetyltransferase	sp|P0A948|RIMJ_ECOLI	3	0.594632768361582	0
10323	rimK	Ribosomal protein S6 glutaminyl transferase		3	1.5638629283489098	1
10324	rimL	Ribosomal-protein-L7p-serine acetyltransferase		3	0.379668049792531	0
10325	rimM	16S rRNA processing protein RimM	sp|P0A7X6|RIMM_ECOLI;sp|C4ZYM6|RIMM_ECOBW;sp|B1XBT0|RIMM_ECODH	3	2.53435934144596	0
10326	rlmB	23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)	sp|P63177|RLMB_ECOLI	3	1.73381294964029	0
10327	rlpA	Rare lipoprotein A precursor	sp|P10100|RLPA_ECOLI	3	1.77007299270073	0
10328	rlpB	LPS-assembly lipoprotein RlpB precursor (Rare lipoprotein B)		3	1.7020202020202	1
10329	rluA	Ribosomal large subunit pseudouridine synthase A (EC 4.2.1.70)		3	1.51503759398496	0
10330	rluB	Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	sp|P37765|RLUB_ECOLI	3	2.02586206896552	0
10331	rluC	Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70)	sp|P0AA39|RLUC_ECOLI	3	2.58208955223881	0
10332	rluD	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	sp|P33643|RLUD_ECOLI	3	1.31944444444444	0
10333	rmuC	DNA recombination protein RmuC		3	0.280120481927711	1
10334	rna	Ribonuclease I precursor (EC 3.1.27.6)		3	1.54659248956885	0
10335	rnb	Exoribonuclease II (EC 3.1.13.1)	sp|P30850|RNB_ECOLI;sp|C4ZTY2|RNB_ECOBW;sp|B1XBN7|RNB_ECODH	3	2.11875693673696	0
10336	rnc	Ribonuclease III (EC 3.1.26.3)	sp|P0A7Y0|RNC_ECOLI;sp|C4ZYJ0|RNC_ECOBW;sp|B1XB41|RNC_ECODH	3	1.68421052631579	0
10337	rnd	Ribonuclease D (EC 3.1.26.3)		3	1.31098696461825	0
10338	rne	Ribonuclease E (EC 3.1.26.12)	sp|P21513|RNE_ECOLI	3	0.8062970568104041	0
10339	rng	Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	sp|P0A9J0|RNG_ECOLI	3	1.29615861214374	0
10340	rnhA	Ribonuclease HI (EC 3.1.26.4)		3	1.02681992337165	0
10341	rnhB	Ribonuclease HII (EC 3.1.26.4)		3	2.19631901840491	0
10342	rnk	Regulator of nucleoside diphosphate kinase	sp|P0AFW4|RNK_ECOLI	3	0.529605263157895	0
10343	rnpA	Ribonuclease P protein component (EC 3.1.26.5)	sp|P0A7Y8|RNPA_ECOLI;sp|C4ZYY1|RNPA_ECOBW;sp|B1X9T2|RNPA_ECODH	3	3.1280487804878097	0
10344	rnr	3'-to-5' exoribonuclease RNase R	sp|P21499|RNR_ECOLI	3	0.8876765083440308	0
10345	rnt	Ribonuclease T (EC 3.1.13.-)	sp|P30014|RNT_ECOLI	3	2.35789473684211	0
10346	rob	Right origin-binding protein	sp|P0ACI0|ROB_ECOLI	3	0.657644824311491	0
10347	rof	Rho-specific inhibitor of transcription termination (YaeO)	sp|P0AFW8|ROF_ECOLI	3	1.8695652173913	0
10348	rpe	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	sp|P0AG07|RPE_ECOLI	3	2.80575539568345	0
10349	rph	Ribonuclease PH (EC 2.7.7.56)		3	4.23788546255507	1
10350	rpiA	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	sp|P0A7Z0|RPIA_ECOLI;sp|C5A0I5|RPIA_ECOBW;sp|B1XEJ9|RPIA_ECODH	3	2.3187414500684	0
10351	rpiB	Ribose 5-phosphate isomerase B (EC 5.3.1.6)		3	0.6172839506172839	0
10352	rpiR	Transcriptional regulator of D-allose utilization, RpiR family	sp|P0ACS7|RPIR_ECOLI	3	1.36899563318777	1
10353	rplA	LSU ribosomal protein L1p (L10Ae)		3	2.53467727020529	1
